"","id","activity_date","total_steps","total_distance","tracker_distance","logged_activities_distance","very_active_distance","moderately_active_distance","light_active_distance","sedentary_active_distance","very_active_minutes","fairly_active_minutes","lightly_active_minutes","sedentary_minutes","calories","day_of_week"
"183",5553957443,"4/17/2016",655,0.430000007152557,0.430000007152557,0,0,0,0.430000007152557,0,0,0,46,943,1397,"Sunday"
"184",5577150313,"4/17/2016",12231,9.14000034332275,9.14000034332275,0,5.98000001907349,0.829999983310699,2.3199999332428,0,200,37,159,525,4552,"Sunday"
"185",6117666160,"4/17/2016",7150,5.40000009536743,5.40000009536743,0,0,0,5.40000009536743,0,0,0,312,702,2225,"Sunday"
"186",6290855005,"4/17/2016",7851,5.94000005722046,5.94000005722046,0,1.13999998569489,0.790000021457672,4,0,31,12,225,1172,3171,"Sunday"
"187",6775888955,"4/17/2016",2497,1.78999996185303,1.78999996185303,0,0.349999994039536,1.12999999523163,0.310000002384186,0,5,24,19,1392,2067,"Sunday"
"188",6962181067,"4/17/2016",10145,6.71000003814697,6.71000003814697,0,0.330000013113022,0.680000007152557,5.69000005722046,0,5,13,295,634,2027,"Sunday"
"189",7007744171,"4/17/2016",8059,5.3899998664856,5.3899998664856,0,0,0,5.3899998664856,0,0,0,305,1135,2383,"Sunday"
"190",7086361926,"4/17/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1629,"Sunday"
"191",8053475328,"4/17/2016",18827,13.6899995803833,13.6899995803833,0,9.23999977111816,0.800000011920929,3.64000010490417,0,111,21,195,1113,3213,"Sunday"
"192",8253242879,"4/17/2016",10204,7.90999984741211,7.90999984741211,0,5.42999982833862,0.150000005960464,2.32999992370605,0,41,5,157,1237,2112,"Sunday"
"193",8378563200,"4/17/2016",2132,1.69000005722046,1.69000005722046,0,0,0,1.69000005722046,0,0,0,93,599,2572,"Sunday"
"194",8583815059,"4/17/2016",3008,2.34999990463257,2.34999990463257,0,0,0,0,0,0,0,0,1440,2439,"Sunday"
"195",8792009665,"4/17/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1688,"Sunday"
"196",8877689391,"4/17/2016",15118,8.86999988555908,8.86999988555908,0,0,0.0700000002980232,8.78999996185303,0,58,15,307,1060,3545,"Sunday"
"197",1503960366,"4/18/2016",13019,8.59000015258789,8.59000015258789,0,3.25,0.639999985694885,4.71000003814697,0,42,16,233,1149,1921,"Monday"
"198",1624580081,"4/18/2016",10536,7.40999984741211,7.40999984741211,0,2.15000009536743,0.620000004768372,4.61999988555908,0.00999999977648258,17,7,202,1214,1604,"Monday"
"199",1644430081,"4/18/2016",7132,5.19000005722046,5.19000005722046,0,1.07000005245209,1.66999995708466,2.45000004768372,0,15,33,121,1271,2806,"Monday"
"200",1844505072,"4/18/2016",4597,3.03999996185303,3.03999996185303,0,0,0.479999989271164,2.55999994277954,0,0,12,217,1211,1814,"Monday"
"201",1927972279,"4/18/2016",244,0.170000001788139,0.170000001788139,0,0,0,0.170000001788139,0,0,0,17,1423,2111,"Monday"
"202",2022484408,"4/18/2016",14131,10.0699996948242,10.0699996948242,0,3.64000010490417,0.119999997317791,6.30000019073486,0,48,3,311,1078,2770,"Monday"
"203",2026352035,"4/18/2016",3325,2.05999994277954,2.05999994277954,0,0,0,2.05999994277954,0,0,0,182,1062,1419,"Monday"
"204",2320127002,"4/18/2016",6559,4.42000007629395,4.42000007629395,0,0,0.259999990463257,4.1399998664856,0,0,7,260,1173,1905,"Monday"
"205",2347167796,"4/18/2016",8247,5.44999980926514,5.44999980926514,0,0.790000021457672,0.860000014305115,3.78999996185303,0,11,16,206,678,1944,"Monday"
"206",2873212765,"4/18/2016",7762,5.23999977111816,5.23999977111816,0,0.0700000002980232,0.280000001192093,4.8899998664856,0,1,6,311,1122,1890,"Monday"
"207",3372868164,"4/18/2016",6798,4.6399998664856,4.6399998664856,0,1.08000004291534,0.200000002980232,3.34999990463257,0,20,7,343,1070,2014,"Monday"
"208",3977333714,"4/18/2016",11663,7.80000019073486,7.80000019073486,0,0.25,3.73000001907349,3.8199999332428,0,4,95,214,605,1584,"Monday"
"209",4020332650,"4/18/2016",62,0.0399999991059303,0.0399999991059303,0,0,0,0.0399999991059303,0,0,0,2,1438,1995,"Monday"
"210",4319703577,"4/18/2016",2276,1.54999995231628,1.54999995231628,0,0.0700000002980232,0.330000013113022,1.12000000476837,0,1,9,58,824,1632,"Monday"
"211",4388161847,"4/18/2016",11009,9.10000038146973,9.10000038146973,0,3.55999994277954,0.400000005960464,5.1399998664856,0,27,8,239,1017,3274,"Monday"
"212",4445114986,"4/18/2016",6155,4.23999977111816,4.23999977111816,0,2,0.28999999165535,1.95000004768372,0,25,6,162,1247,2248,"Monday"
"213",4558609924,"4/18/2016",8940,5.90999984741211,5.90999984741211,0,0.980000019073486,0.930000007152557,4,0,14,15,331,1080,2116,"Monday"
"214",4702921684,"4/18/2016",9105,7.38000011444092,7.38000011444092,0,1.82000005245209,1.49000000953674,4.07000017166138,0,22,30,191,890,3013,"Monday"
"215",5553957443,"4/18/2016",3727,2.4300000667572,2.4300000667572,0,0,0,2.4300000667572,0,0,0,206,622,1683,"Monday"
"216",5577150313,"4/18/2016",9893,7.3899998664856,7.3899998664856,0,4.8600001335144,0.720000028610229,1.82000005245209,0,114,32,130,623,3625,"Monday"
"217",6117666160,"4/18/2016",5153,3.91000008583069,3.91000008583069,0,0,0,3.89000010490417,0,0,0,241,759,2018,"Monday"
"218",6290855005,"4/18/2016",6885,5.21000003814697,5.21000003814697,0,0,0,5.19000005722046,0.0199999995529652,0,0,271,1169,2766,"Monday"
"219",6775888955,"4/18/2016",8294,5.94999980926514,5.94999980926514,0,2,0.769999980926514,3.17000007629395,0,30,31,146,1233,2798,"Monday"
"220",6962181067,"4/18/2016",11404,7.53999996185303,7.53999996185303,0,0.829999983310699,2.39000010490417,4.32000017166138,0,13,42,238,689,2039,"Monday"
"221",7007744171,"4/18/2016",14816,10.9799995422363,9.90999984741211,4.93055009841919,3.78999996185303,2.11999988555908,5.05000019073486,0.0199999995529652,48,31,284,1077,2832,"Monday"
"222",7086361926,"4/18/2016",9827,6.71000003814697,6.71000003814697,0,3.17000007629395,1.22000002861023,2.30999994277954,0,61,51,114,1136,2743,"Monday"
"223",8053475328,"4/18/2016",17076,12.6599998474121,12.6599998474121,0,9.07999992370605,0.230000004172325,3.34999990463257,0,102,6,195,1137,3133,"Monday"
"224",8253242879,"4/18/2016",5151,3.48000001907349,3.48000001907349,0,1.03999996185303,0.629999995231628,1.79999995231628,0,16,16,130,1278,1829,"Monday"
"225",8378563200,"4/18/2016",13630,10.8100004196167,10.8100004196167,2.0921471118927,5.05000019073486,0.560000002384186,5.19999980926514,0,117,10,174,720,4157,"Monday"
"226",8583815059,"4/18/2016",3864,3.00999999046326,3.00999999046326,0,0.310000002384186,1.05999994277954,1.35000002384186,0,4,22,105,1309,2536,"Monday"
"227",8792009665,"4/18/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1688,"Monday"
"228",8877689391,"4/18/2016",11423,8.67000007629395,8.67000007629395,0,2.44000005722046,0.270000010728836,5.94000005722046,0,29,5,191,1215,2761,"Monday"
"229",1503960366,"4/19/2016",15506,9.88000011444092,9.88000011444092,0,3.52999997138977,1.32000005245209,5.03000020980835,0,50,31,264,775,2035,"Tuesday"
"230",1624580081,"4/19/2016",2916,1.89999997615814,1.89999997615814,0,0,0,1.89999997615814,0,0,0,141,1299,1435,"Tuesday"
"231",1644430081,"4/19/2016",11256,8.18000030517578,8.18000030517578,0,0.360000014305115,2.52999997138977,5.30000019073486,0,5,58,278,1099,3300,"Tuesday"
"232",1844505072,"4/19/2016",197,0.129999995231628,0.129999995231628,0,0,0,0.129999995231628,0,0,0,10,1430,1366,"Tuesday"
"233",1927972279,"4/19/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2063,"Tuesday"
"234",2022484408,"4/19/2016",11548,8.52999973297119,8.52999973297119,0,3.28999996185303,0.239999994635582,5,0,31,7,250,1152,2489,"Tuesday"
"235",2026352035,"4/19/2016",2424,1.5,1.5,0,0,0,1.5,0,0,0,141,785,1356,"Tuesday"
"236",2320127002,"4/19/2016",5997,4.03999996185303,4.03999996185303,0,0,0.379999995231628,3.66000008583069,0,0,11,228,1201,1811,"Tuesday"
"237",2347167796,"4/19/2016",6711,4.44000005722046,4.44000005722046,0,0,0,4.44000005722046,0,0,7,382,648,2346,"Tuesday"
"238",2873212765,"4/19/2016",7948,5.36999988555908,5.36999988555908,0,0,0,5.3600001335144,0,0,0,389,1051,1956,"Tuesday"
"239",3372868164,"4/19/2016",7711,5.26000022888184,5.26000022888184,0,0,0,5.23999977111816,0.0199999995529652,0,0,376,1064,1985,"Tuesday"
"240",3977333714,"4/19/2016",12414,8.77999973297119,8.77999973297119,0,2.24000000953674,2.45000004768372,3.96000003814697,0,19,67,221,738,1638,"Tuesday"
"241",4020332650,"4/19/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1980,"Tuesday"
"242",4319703577,"4/19/2016",8925,5.98999977111816,5.98999977111816,0,0,0,5.98999977111816,0,0,0,311,604,2200,"Tuesday"
"243",4388161847,"4/19/2016",10181,7.82999992370605,7.82999992370605,0,1.37000000476837,0.689999997615814,5.76999998092651,0,20,16,249,704,3015,"Tuesday"
"244",4445114986,"4/19/2016",2064,1.38999998569489,1.38999998569489,0,0,0,1.38999998569489,0,0,0,121,895,1954,"Tuesday"
"245",4558609924,"4/19/2016",5401,3.5699999332428,3.5699999332428,0,0.0500000007450581,0.360000014305115,3.16000008583069,0,1,9,248,1182,1876,"Tuesday"
"246",4702921684,"4/19/2016",6708,5.44000005722046,5.44000005722046,0,0.879999995231628,0.370000004768372,4.19000005722046,0,10,8,179,757,2812,"Tuesday"
"247",5553957443,"4/19/2016",15482,10.1099996566772,10.1099996566772,0,4.28000020980835,1.6599999666214,4.17999982833862,0,69,28,249,756,2284,"Tuesday"
"248",5577150313,"4/19/2016",12574,9.42000007629395,9.42000007629395,0,7.01999998092651,0.639999985694885,1.75999999046326,0,108,23,111,733,3501,"Tuesday"
"249",6117666160,"4/19/2016",11135,8.40999984741211,8.40999984741211,0,0,0,8.40999984741211,0,0,0,480,425,2606,"Tuesday"
"250",6290855005,"4/19/2016",7142,5.40000009536743,5.40000009536743,0,0,0,5.3899998664856,0.00999999977648258,0,0,321,1119,2839,"Tuesday"
"251",6775888955,"4/19/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1841,"Tuesday"
"252",6962181067,"4/19/2016",10742,7.09999990463257,7.09999990463257,0,2.09999990463257,2.13000011444092,2.86999988555908,0,35,41,195,659,2046,"Tuesday"
"253",7007744171,"4/19/2016",14194,10.4799995422363,9.5,4.94214200973511,4.40999984741211,0.759999990463257,5.30999994277954,0,53,17,304,1066,2812,"Tuesday"
"254",7086361926,"4/19/2016",10688,7.28999996185303,7.28999996185303,0,3.52999997138977,1.23000001907349,2.50999999046326,0,67,69,124,671,2944,"Tuesday"
"255",8053475328,"4/19/2016",15929,12.4799995422363,12.4799995422363,0,9.22000026702881,0.310000002384186,2.95000004768372,0,90,7,191,1152,3114,"Tuesday"
"256",8253242879,"4/19/2016",4212,2.77999997138977,2.77999997138977,0,0,0,2.77999997138977,0,0,0,164,1276,1763,"Tuesday"
"257",8378563200,"4/19/2016",13070,10.3599996566772,10.3599996566772,2.25308108329773,5.30000019073486,0.879999995231628,4.17999982833862,0,120,19,154,737,4092,"Tuesday"
"258",8583815059,"4/19/2016",5697,4.44000005722046,4.44000005722046,0,0.529999971389771,0.479999989271164,3.44000005722046,0,7,10,166,1257,2668,"Tuesday"
"259",8792009665,"4/19/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1688,"Tuesday"
"260",8877689391,"4/19/2016",18785,17.3999996185303,17.3999996185303,0,12.1499996185303,0.180000007152557,5.03000020980835,0,82,13,214,1131,3676,"Tuesday"
"261",1503960366,"4/20/2016",10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,"Wednesday"
"262",1624580081,"4/20/2016",4974,3.23000001907349,3.23000001907349,0,0,0,3.23000001907349,0,0,0,151,1289,1446,"Wednesday"
"263",1644430081,"4/20/2016",2436,1.76999998092651,1.76999998092651,0,0,0,1.75999999046326,0.00999999977648258,0,0,125,1315,2430,"Wednesday"
"264",1844505072,"4/20/2016",8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,1349,"Wednesday"
"265",1927972279,"4/20/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2063,"Wednesday"
"266",2022484408,"4/20/2016",15112,10.6700000762939,10.6700000762939,0,3.33999991416931,1.92999994754791,5.40000009536743,0,48,63,276,1053,2897,"Wednesday"
"267",2026352035,"4/20/2016",7222,4.48000001907349,4.48000001907349,0,0,0,4.48000001907349,0,0,0,327,623,1667,"Wednesday"
"268",2320127002,"4/20/2016",7192,4.84999990463257,4.84999990463257,0,0,0.490000009536743,4.34000015258789,0,0,11,283,1146,1922,"Wednesday"
"269",2347167796,"4/20/2016",10999,7.26999998092651,7.26999998092651,0,0.680000007152557,1.80999994277954,4.78000020980835,0,11,43,269,1011,2198,"Wednesday"
"270",2873212765,"4/20/2016",9202,6.30000019073486,6.30000019073486,0,1.50999999046326,0.119999997317791,4.65999984741211,0.00999999977648258,22,5,378,1035,2094,"Wednesday"
"271",3372868164,"4/20/2016",4880,3.32999992370605,3.32999992370605,0,0.839999973773956,0.0900000035762787,2.38000011444092,0.0199999995529652,15,3,274,1148,1867,"Wednesday"
"272",3977333714,"4/20/2016",11658,7.82999992370605,7.82999992370605,0,0.200000002980232,4.34999990463257,3.27999997138977,0,2,98,164,845,1554,"Wednesday"
"273",4020332650,"4/20/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1980,"Wednesday"
"274",4319703577,"4/20/2016",8954,6.01000022888184,6.01000022888184,0,0,0.680000007152557,5.30999994277954,0,0,18,306,671,2220,"Wednesday"
"275",4388161847,"4/20/2016",10553,8.11999988555908,8.11999988555908,0,1.10000002384186,1.72000002861023,5.28999996185303,0,19,42,228,696,3083,"Wednesday"
"276",4445114986,"4/20/2016",2072,1.38999998569489,1.38999998569489,0,0,0,1.38999998569489,0,0,0,137,841,1974,"Wednesday"
"277",4558609924,"4/20/2016",4803,3.17000007629395,3.17000007629395,0,0,0,3.17000007629395,0,0,0,222,1218,1788,"Wednesday"
"278",4702921684,"4/20/2016",8793,7.13000011444092,7.13000011444092,0,0.159999996423721,1.23000001907349,5.73000001907349,0,2,29,260,717,3061,"Wednesday"
"279",5553957443,"4/20/2016",2713,1.76999998092651,1.76999998092651,0,0,0,1.76999998092651,0,0,0,148,598,1570,"Wednesday"
"280",5577150313,"4/20/2016",8330,6.21999979019165,6.21999979019165,0,4.11999988555908,0.340000003576279,1.75999999046326,0,87,16,113,773,3192,"Wednesday"
"281",6117666160,"4/20/2016",10449,8.02000045776367,8.02000045776367,0,2.02999997138977,0.479999989271164,5.51999998092651,0,26,10,349,587,2536,"Wednesday"
"282",6290855005,"4/20/2016",6361,4.80999994277954,4.80999994277954,0,0,0,4.80000019073486,0.00999999977648258,0,0,258,1182,2701,"Wednesday"
"283",6775888955,"4/20/2016",10771,7.71999979019165,7.71999979019165,0,3.76999998092651,1.74000000953674,2.22000002861023,0,70,113,178,1079,3727,"Wednesday"
"284",6962181067,"4/20/2016",13928,9.55000019073486,9.55000019073486,0,4.28000020980835,0.189999997615814,5.09000015258789,0,48,4,297,639,2174,"Wednesday"
"285",7007744171,"4/20/2016",15566,11.3100004196167,10.4099998474121,4.92484092712402,4.78999996185303,0.670000016689301,5.8600001335144,0,60,33,347,1000,3096,"Wednesday"
"286",7086361926,"4/20/2016",14365,10.6400003433228,10.6400003433228,0,7.6399998664856,0.449999988079071,2.53999996185303,0,87,13,145,797,2997,"Wednesday"
"287",8053475328,"4/20/2016",15108,12.1899995803833,12.1899995803833,0,9.57999992370605,0.230000004172325,2.38000011444092,0,89,5,158,695,3043,"Wednesday"
"288",8253242879,"4/20/2016",6466,4.26999998092651,4.26999998092651,0,0.330000013113022,0.819999992847443,3.10999989509583,0.00999999977648258,5,18,216,1201,1931,"Wednesday"
"289",8378563200,"4/20/2016",9388,7.44000005722046,7.44000005722046,2.0921471118927,2.23000001907349,0.439999997615814,4.78000020980835,0,82,8,169,763,3787,"Wednesday"
"290",8583815059,"4/20/2016",5273,4.1100001335144,4.1100001335144,0,0,1.03999996185303,3.0699999332428,0,0,27,167,1246,2647,"Wednesday"
"291",8792009665,"4/20/2016",3147,2.00999999046326,2.00999999046326,0,0,0.280000001192093,1.74000000953674,0,0,10,139,744,2188,"Wednesday"
"292",8877689391,"4/20/2016",19948,18.1100006103516,18.1100006103516,0,11.0200004577637,0.689999997615814,6.34000015258789,0,73,19,225,1123,3679,"Wednesday"
"293",1503960366,"4/21/2016",9819,6.34000015258789,6.34000015258789,0,1.3400000333786,0.349999994039536,4.65000009536743,0,19,8,211,838,1775,"Thursday"
"294",1624580081,"4/21/2016",6349,4.13000011444092,4.13000011444092,0,0,0,4.1100001335144,0.0199999995529652,0,0,186,1254,1467,"Thursday"
"295",1644430081,"4/21/2016",1223,0.889999985694885,0.889999985694885,0,0,0,0.879999995231628,0.00999999977648258,0,0,38,1402,2140,"Thursday"
"296",1844505072,"4/21/2016",8054,5.32000017166138,5.32000017166138,0,0.119999997317791,0.519999980926514,4.67999982833862,0,2,13,308,1117,2062,"Thursday"
"297",1927972279,"4/21/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2064,"Thursday"
"298",2022484408,"4/21/2016",12453,8.73999977111816,8.73999977111816,0,3.32999992370605,1.11000001430511,4.30999994277954,0,104,53,255,1028,3158,"Thursday"
"299",2026352035,"4/21/2016",2467,1.52999997138977,1.52999997138977,0,0,0,1.52999997138977,0,0,0,153,749,1370,"Thursday"
"300",2320127002,"4/21/2016",3404,2.28999996185303,2.28999996185303,0,0.0599999986588955,0.419999986886978,1.80999994277954,0,1,10,127,1302,1610,"Thursday"
"301",2347167796,"4/21/2016",10080,6.75,6.75,0,1.85000002384186,1.52999997138977,3.38000011444092,0,23,26,208,761,2048,"Thursday"
"302",2873212765,"4/21/2016",8859,5.98000001907349,5.98000001907349,0,0.129999995231628,0.370000004768372,5.46999979019165,0.00999999977648258,2,10,371,1057,1970,"Thursday"
"303",3372868164,"4/21/2016",8857,6.07000017166138,6.07000017166138,0,1.14999997615814,0.259999990463257,4.6399998664856,0.00999999977648258,18,9,376,1037,2124,"Thursday"
"304",3977333714,"4/21/2016",6093,4.07999992370605,4.07999992370605,0,0,0,4.05999994277954,0,0,0,242,712,1397,"Thursday"
"305",4020332650,"4/21/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1980,"Thursday"
"306",4319703577,"4/21/2016",3702,2.48000001907349,2.48000001907349,0,0,0,0.349999994039536,0,0,0,34,1265,1792,"Thursday"
"307",4388161847,"4/21/2016",10055,7.73000001907349,7.73000001907349,0,0.370000004768372,0.389999985694885,6.98000001907349,0,7,12,272,853,3069,"Thursday"
"308",4445114986,"4/21/2016",3809,2.55999994277954,2.55999994277954,0,0,0,2.53999996185303,0,0,0,215,756,2150,"Thursday"
"309",4558609924,"4/21/2016",13743,9.07999992370605,9.07999992370605,0,0.419999986886978,0.970000028610229,7.69999980926514,0,6,21,432,844,2486,"Thursday"
"310",4702921684,"4/21/2016",6530,5.30000019073486,5.30000019073486,0,0.310000002384186,2.04999995231628,2.94000005722046,0,4,41,144,901,2729,"Thursday"
"311",5553957443,"4/21/2016",12346,8.0600004196167,8.0600004196167,0,2.95000004768372,2.16000008583069,2.96000003814697,0,47,42,177,801,2066,"Thursday"
"312",5577150313,"4/21/2016",10830,8.09000015258789,8.09000015258789,0,3.65000009536743,1.6599999666214,2.77999997138977,0,110,74,175,670,4018,"Thursday"
"313",6117666160,"4/21/2016",19542,15.0100002288818,15.0100002288818,0,0.980000019073486,0.400000005960464,5.61999988555908,0,11,19,294,579,4900,"Thursday"
"314",6290855005,"4/21/2016",0,0,0,0,0,0,0,0,0,0,0,1440,2060,"Thursday"
"315",6775888955,"4/21/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1841,"Thursday"
"316",6962181067,"4/21/2016",11835,9.71000003814697,7.88000011444092,4.08169221878052,3.99000000953674,2.09999990463257,3.50999999046326,0.109999999403954,53,27,214,708,2179,"Thursday"
"317",7007744171,"4/21/2016",13744,9.1899995803833,9.1899995803833,0,2.15000009536743,1.87000000476837,5.17000007629395,0,30,34,327,1049,2763,"Thursday"
"318",7086361926,"4/21/2016",9469,6.17999982833862,6.17999982833862,0,1.36000001430511,0.300000011920929,4.51000022888184,0,19,6,206,758,2463,"Thursday"
"319",8053475328,"4/21/2016",16057,12.5100002288818,12.5100002288818,0,9.67000007629395,0.25,2.57999992370605,0,100,6,170,1164,3103,"Thursday"
"320",8253242879,"4/21/2016",11268,8.5600004196167,8.5600004196167,0,5.88000011444092,0.930000007152557,1.75,0,49,20,172,1199,2218,"Thursday"
"321",8378563200,"4/21/2016",15148,12.0100002288818,12.0100002288818,2.25308108329773,6.90000009536743,0.819999992847443,4.28999996185303,0,137,16,145,677,4236,"Thursday"
"322",8583815059,"4/21/2016",8538,6.65999984741211,6.65999984741211,0,2.63000011444092,1.01999998092651,3.00999999046326,0,35,18,158,1229,2883,"Thursday"
"323",8792009665,"4/21/2016",144,0.0900000035762787,0.0900000035762787,0,0,0,0.0900000035762787,0,0,0,9,1431,1720,"Thursday"
"324",8877689391,"4/21/2016",19377,17.6200008392334,17.6200008392334,0,12.289999961853,0.419999986886978,4.8899998664856,0,82,13,226,1119,3659,"Thursday"
"325",1503960366,"4/22/2016",12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,"Friday"
"326",1624580081,"4/22/2016",4026,2.61999988555908,2.61999988555908,0,0,0,2.59999990463257,0,0,0,199,1241,1470,"Friday"
"327",1644430081,"4/22/2016",3673,2.67000007629395,2.67000007629395,0,0,0,2.66000008583069,0.00999999977648258,0,0,86,1354,2344,"Friday"
"328",1844505072,"4/22/2016",5372,3.54999995231628,3.54999995231628,0,0,0,3.54999995231628,0,0,0,220,1220,1827,"Friday"
"329",1927972279,"4/22/2016",149,0.100000001490116,0.100000001490116,0,0,0,0.100000001490116,0,0,0,10,1430,2093,"Friday"
"330",2022484408,"4/22/2016",12954,9.32999992370605,9.32999992370605,0,4.42999982833862,0.419999986886978,4.46999979019165,0,52,10,273,1105,2638,"Friday"
"331",2026352035,"4/22/2016",2915,1.80999994277954,1.80999994277954,0,0,0,1.80999994277954,0,0,0,162,712,1399,"Friday"
"332",2320127002,"4/22/2016",5583,3.75999999046326,3.75999999046326,0,0,0,3.75999999046326,0,0,0,266,1174,1851,"Friday"
"333",2347167796,"4/22/2016",7804,5.15999984741211,5.15999984741211,0,0.560000002384186,1.67999994754791,2.92000007629395,0,9,27,206,781,1946,"Friday"
"334",2873212765,"4/22/2016",7286,4.90000009536743,4.90000009536743,0,0.46000000834465,0,4.42000007629395,0.0199999995529652,46,0,366,1028,2241,"Friday"
"335",3372868164,"4/22/2016",3843,2.61999988555908,2.61999988555908,0,0,0,2.60999989509583,0.00999999977648258,0,0,206,1234,1669,"Friday"
"336",3977333714,"4/22/2016",8911,5.96000003814697,5.96000003814697,0,2.32999992370605,0.579999983310699,3.05999994277954,0,33,12,188,731,1481,"Friday"
"337",4020332650,"4/22/2016",0,0,0,0,0,0,0,0,0,0,0,1440,1980,"Friday"
"338",4319703577,"4/22/2016",4500,3.01999998092651,3.01999998092651,0,0.0599999986588955,0.810000002384186,2.15000009536743,0,1,19,176,709,1886,"Friday"
"339",4388161847,"4/22/2016",12139,9.34000015258789,9.34000015258789,0,3.29999995231628,1.11000001430511,4.92000007629395,0,77,25,220,945,3544,"Friday"
"340",4445114986,"4/22/2016",6831,4.57999992370605,4.57999992370605,0,0,0,4.57999992370605,0,0,0,317,706,2432,"Friday"
"341",4558609924,"4/22/2016",9601,6.34999990463257,6.34999990463257,0,1.37000000476837,1.5,3.47000002861023,0,20,25,273,1122,2094,"Friday"
"342",4702921684,"4/22/2016",1664,1.35000002384186,1.35000002384186,0,0,0,1.35000002384186,0,0,0,72,1341,2241,"Friday"
"343",5553957443,"4/22/2016",11682,7.63000011444092,7.63000011444092,0,1.37999999523163,0.629999995231628,5.59999990463257,0,25,16,270,781,2105,"Friday"
"344",5577150313,"4/22/2016",9172,6.84999990463257,6.84999990463257,0,2.42000007629395,0.790000021457672,3.29999995231628,0,62,30,200,823,3329,"Friday"
"345",6117666160,"4/22/2016",8206,6.19999980926514,6.19999980926514,0,0,0,6.19999980926514,0,0,0,402,413,2409,"Friday"
"346",6290855005,"4/22/2016",6238,4.71999979019165,4.71999979019165,0,0,0,4.71999979019165,0,0,0,302,1138,2796,"Friday"
"347",6775888955,"4/22/2016",637,0.46000000834465,0.46000000834465,0,0,0,0.46000000834465,0,0,0,20,1420,1922,"Friday"
"348",6962181067,"4/22/2016",10725,7.09000015258789,7.09000015258789,0,1.76999998092651,1.54999995231628,3.76999998092651,0,30,33,240,659,2086,"Friday"
"349",7007744171,"4/22/2016",15299,10.2399997711182,10.2399997711182,0,4.09999990463257,1.75999999046326,4.36999988555908,0,64,50,261,1065,2889,"Friday"
"350",7086361926,"4/22/2016",9753,6.53000020980835,6.53000020980835,0,2.86999988555908,0.970000028610229,2.67000007629395,0,58,59,153,762,2846,"Friday"
"351",8053475328,"4/22/2016",10520,8.28999996185303,8.28999996185303,0,6.26000022888184,0.150000005960464,1.87999999523163,0,60,3,117,1260,2655,"Friday"
"352",8253242879,"4/22/2016",2824,1.87000000476837,1.87000000476837,0,0,0,1.87000000476837,0,0,0,120,1320,1651,"Friday"
"353",8378563200,"4/22/2016",12200,9.67000007629395,9.67000007629395,2.0921471118927,4.90999984741211,0.589999973773956,4.17999982833862,0,113,12,159,769,4044,"Friday"
"354",8583815059,"4/22/2016",8687,6.78000020980835,6.78000020980835,0,0.28999999165535,2.41000008583069,4.07999992370605,0,4,54,212,1170,2944,"Friday"
"355",8792009665,"4/22/2016",4068,2.59999990463257,2.59999990463257,0,0.0500000007450581,0.280000001192093,2.26999998092651,0,1,20,195,817,2419,"Friday"
"356",8877689391,"4/22/2016",18258,16.3099994659424,16.3099994659424,0,10.2299995422363,0.0299999993294477,5.96999979019165,0.0500000007450581,61,2,236,1141,3427,"Friday"
"357",1503960366,"4/23/2016",14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,"Saturday"
"358",1624580081,"4/23/2016",8538,5.55000019073486,5.55000019073486,0,0,0,5.53999996185303,0.00999999977648258,0,0,227,1213,1562,"Saturday"
"359",1644430081,"4/23/2016",6637,4.82999992370605,4.82999992370605,0,0,0.579999983310699,4.25,0,0,15,160,1265,2677,"Saturday"
"360",1844505072,"4/23/2016",3570,2.35999989509583,2.35999989509583,0,0,0,2.35999989509583,0,0,0,139,1301,1645,"Saturday"
"361",1927972279,"4/23/2016",2945,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,145,1295,2499,"Saturday"
"362",2022484408,"4/23/2016",6001,4.21000003814697,4.21000003814697,0,0,0,4.21000003814697,0,0,0,249,1191,2069,"Saturday"
"363",2026352035,"4/23/2016",12357,7.71000003814697,7.71000003814697,0,0,0,7.71000003814697,0,0,0,432,458,1916,"Saturday"
"364",2320127002,"4/23/2016",5079,3.42000007629395,3.42000007629395,0,0,0,3.42000007629395,0,0,0,242,1129,1804,"Saturday"
"365",2347167796,"4/23/2016",16901,11.3699998855591,11.3699998855591,0,2.77999997138977,1.45000004768372,7.15000009536743,0,32,35,360,591,2629,"Saturday"
